dep,sexe,jour,hosp,rea,rad,dc
42,1,20/03/2020,45,15,6,3
42,2,20/03/2020,18,2,3,1
43,0,20/03/2020,2,2,6,0
43,1,20/03/2020,2,2,2,0
43,2,20/03/2020,0,0,4,0
44,0,20/03/2020,30,10,11,1
44,1,20/03/2020,17,7,7,0
44,2,20/03/2020,13,3,4,1
45,0,20/03/2020,26,5,2,0
45,1,20/03/2020,15,4,1,0
45,2,20/03/2020,11,1,1,0
46,0,20/03/2020,0,0,2,0
46,1,20/03/2020,0,0,1,0
46,2,20/03/2020,0,0,1,0
47,0,20/03/2020,10,1,1,0
47,1,20/03/2020,7,1,1,0
47,2,20/03/2020,3,0,0,0
48,0,20/03/2020,1,0,0,0
48,1,20/03/2020,0,0,0,0
48,2,20/03/2020,1,0,0,0
49,0,20/03/2020,22,4,38,0
49,1,20/03/2020,13,3,20,0
49,2,20/03/2020,9,1,18,0
50,0,20/03/2020,12,4,2,0
50,1,20/03/2020,5,1,1,0
50,2,20/03/2020,7,3,1,0
51,0,20/03/2020,54,11,26,2
51,1,20/03/2020,32,6,10,1
51,2,20/03/2020,22,5,15,1
52,0,20/03/2020,8,0,5,4
52,1,20/03/2020,2,0,1,2
52,2,20/03/2020,6,0,4,2
53,0,20/03/2020,7,2,3,0
53,1,20/03/2020,6,2,1,0
53,2,20/03/2020,1,0,2,0
54,0,20/03/2020,65,26,2,7
54,1,20/03/2020,38,18,0,3
54,2,20/03/2020,25,7,2,4
55,0,20/03/2020,46,5,6,0
55,1,20/03/2020,21,2,2,0
55,2,20/03/2020,25,3,4,0
56,0,20/03/2020,49,12,29,9
56,1,20/03/2020,28,9,14,5
56,2,20/03/2020,21,3,15,4
57,0,20/03/2020,257,61,24,23
57,1,20/03/2020,139,46,10,8
57,2,20/03/2020,116,15,13,15
58,0,20/03/2020,1,1,0,0
58,1,20/03/2020,1,1,0,0
58,2,20/03/2020,0,0,0,0
59,0,20/03/2020,112,39,35,5
59,1,20/03/2020,65,28,24,1
59,2,20/03/2020,47,11,11,4
60,0,20/03/2020,123,28,30,18
60,1,20/03/2020,67,20,18,12
60,2,20/03/2020,56,8,12,6
61,0,20/03/2020,3,1,4,0
61,1,20/03/2020,2,1,1,0
61,2,20/03/2020,1,0,3,0
62,0,20/03/2020,50,20,35,1
62,1,20/03/2020,30,14,21,0
62,2,20/03/2020,20,6,14,1
63,0,20/03/2020,4,1,9,0
63,1,20/03/2020,4,1,5,0
63,2,20/03/2020,0,0,4,0
64,0,20/03/2020,8,0,2,1
64,1,20/03/2020,5,0,0,1
64,2,20/03/2020,3,0,2,0
65,0,20/03/2020,2,1,0,0
65,1,20/03/2020,2,1,0,0
65,2,20/03/2020,0,0,0,0
66,0,20/03/2020,26,15,3,4
66,1,20/03/2020,13,9,2,1
66,2,20/03/2020,13,6,1,3
67,0,20/03/2020,366,92,42,28
67,1,20/03/2020,195,68,19,15
67,2,20/03/2020,168,24,23,13
68,0,20/03/2020,509,91,170,105
68,1,20/03/2020,288,64,93,55
68,2,20/03/2020,212,27,74,49
69,0,20/03/2020,236,41,68,19
69,1,20/03/2020,69,15,13,6
69,2,20/03/2020,46,7,22,6
70,0,20/03/2020,26,6,5,0
70,1,20/03/2020,14,2,1,0
70,2,20/03/2020,12,4,4,0
71,0,20/03/2020,53,5,10,8
71,1,20/03/2020,23,3,4,4
71,2,20/03/2020,30,2,6,4
72,0,20/03/2020,8,0,5,0
72,1,20/03/2020,2,0,2,0
72,2,20/03/2020,6,0,3,0
73,0,20/03/2020,17,2,8,0
73,1,20/03/2020,9,2,3,0
73,2,20/03/2020,7,0,5,0
74,0,20/03/2020,54,9,53,6
74,1,20/03/2020,25,6,30,2
74,2,20/03/2020,15,0,20,4
75,0,20/03/2020,575,145,98,30
75,1,20/03/2020,341,102,53,21
75,2,20/03/2020,226,42,44,9
76,0,20/03/2020,48,6,5,5
76,1,20/03/2020,30,5,3,5
76,2,20/03/2020,18,1,2,0
77,0,20/03/2020,79,31,21,2
77,1,20/03/2020,53,26,11,1
77,2,20/03/2020,26,5,10,1
78,0,20/03/2020,136,33,16,12
78,1,20/03/2020,73,21,7,6
78,2,20/03/2020,63,12,9,5
79,0,20/03/2020,5,1,8,0
79,1,20/03/2020,2,1,3,0
79,2,20/03/2020,3,0,5,0
80,0,20/03/2020,95,30,16,3
80,1,20/03/2020,45,17,10,2
80,2,20/03/2020,45,12,6,1
81,0,20/03/2020,6,1,3,0
81,1,20/03/2020,1,0,3,0
81,2,20/03/2020,5,1,0,0
82,0,20/03/2020,1,0,0,1
82,1,20/03/2020,0,0,0,1
82,2,20/03/2020,1,0,0,0
83,0,20/03/2020,35,17,88,2
83,1,20/03/2020,23,13,42,1
83,2,20/03/2020,12,4,46,1
84,0,20/03/2020,13,3,10,1
84,1,20/03/2020,7,1,7,0
84,2,20/03/2020,6,2,3,1
85,0,20/03/2020,6,1,5,0
85,1,20/03/2020,3,0,2,0
85,2,20/03/2020,3,1,3,0
86,0,20/03/2020,11,0,0,1
86,1,20/03/2020,2,0,0,0
86,2,20/03/2020,9,0,0,1
87,0,20/03/2020,7,2,2,0
87,1,20/03/2020,3,1,0,0
87,2,20/03/2020,4,1,2,0
88,0,20/03/2020,46,5,8,14
88,1,20/03/2020,24,4,3,9
88,2,20/03/2020,22,1,5,5
89,0,20/03/2020,10,3,1,2
89,1,20/03/2020,7,2,1,1
89,2,20/03/2020,3,1,0,1
90,0,20/03/2020,49,9,0,5
90,1,20/03/2020,30,7,0,2
90,2,20/03/2020,19,2,0,3
91,0,20/03/2020,122,28,7,3
91,1,20/03/2020,75,20,4,2
91,2,20/03/2020,46,8,3,1
92,0,20/03/2020,254,74,50,11
92,1,20/03/2020,153,59,20,9
92,2,20/03/2020,100,15,29,2
93,0,20/03/2020,201,62,35,19
93,1,20/03/2020,118,38,20,9
93,2,20/03/2020,80,22,15,9
94,0,20/03/2020,226,60,67,12
94,1,20/03/2020,133,45,35,9
94,2,20/03/2020,90,14,32,3
95,0,20/03/2020,192,51,56,10
95,1,20/03/2020,120,39,31,9
95,2,20/03/2020,71,12,25,1
971,0,20/03/2020,0,0,0,0
971,1,20/03/2020,0,0,0,0
971,2,20/03/2020,0,0,0,0
972,0,20/03/2020,19,5,0,1
972,1,20/03/2020,10,3,0,0
972,2,20/03/2020,9,2,0,1
973,0,20/03/2020,0,0,0,0
973,1,20/03/2020,0,0,0,0
973,2,20/03/2020,0,0,0,0
974,0,20/03/2020,2,2,0,0
974,1,20/03/2020,2,2,0,0
974,2,20/03/2020,0,0,0,0
976,0,20/03/2020,0,0,0,0
976,1,20/03/2020,0,0,0,0
976,2,20/03/2020,0,0,0,0
1,0,21/03/2020,4,0,1,0
1,1,21/03/2020,1,0,1,0
1,2,21/03/2020,3,0,0,0
2,0,21/03/2020,61,20,49,25
2,1,21/03/2020,31,9,20,17
2,2,21/03/2020,30,11,29,8
3,0,21/03/2020,5,0,10,0
3,1,21/03/2020,3,0,4,0
3,2,21/03/2020,2,0,6,0
4,0,21/03/2020,4,1,3,0
4,1,21/03/2020,3,1,1,0
4,2,21/03/2020,1,0,2,0
5,0,21/03/2020,13,1,10,0
5,1,21/03/2020,5,0,8,0
5,2,21/03/2020,8,1,2,0
6,0,21/03/2020,46,7,61,6
6,1,21/03/2020,26,6,25,2
6,2,21/03/2020,18,0,35,4
7,0,21/03/2020,15,3,3,1
7,1,21/03/2020,9,2,0,1
7,2,21/03/2020,3,0,3,0
8,0,21/03/2020,3,1,1,0
8,1,21/03/2020,2,0,1,0
8,2,21/03/2020,1,1,0,0
9,0,21/03/2020,2,1,3,0
9,1,21/03/2020,1,0,2,0
9,2,21/03/2020,1,1,1,0
10,0,21/03/2020,12,2,0,0
10,1,21/03/2020,9,1,0,0
10,2,21/03/2020,3,1,0,0
11,0,21/03/2020,26,9,13,9
11,1,21/03/2020,20,7,3,6
11,2,21/03/2020,6,2,10,3
12,0,21/03/2020,11,2,4,1
12,1,21/03/2020,3,1,2,1
12,2,21/03/2020,8,1,2,0
13,0,21/03/2020,203,33,128,4
13,1,21/03/2020,92,21,69,2
13,2,21/03/2020,103,12,58,2
14,0,21/03/2020,6,3,3,1
14,1,21/03/2020,5,2,2,1
14,2,21/03/2020,1,1,1,0
15,0,21/03/2020,5,1,0,0
15,1,21/03/2020,3,1,0,0
15,2,21/03/2020,2,0,0,0
16,0,21/03/2020,3,1,2,0
16,1,21/03/2020,2,1,1,0
16,2,21/03/2020,1,0,1,0
17,0,21/03/2020,11,4,2,0
17,1,21/03/2020,9,4,2,0
17,2,21/03/2020,2,0,0,0
18,0,21/03/2020,0,0,0,0
18,1,21/03/2020,0,0,0,0
18,2,21/03/2020,0,0,0,0
19,0,21/03/2020,1,0,0,0
19,1,21/03/2020,1,0,0,0
19,2,21/03/2020,0,0,0,0
21,0,21/03/2020,79,30,45,3
21,1,21/03/2020,41,20,14,1
21,2,21/03/2020,38,10,30,2
22,0,21/03/2020,7,1,3,1
22,1,21/03/2020,2,0,1,1
22,2,21/03/2020,4,0,2,0
23,0,21/03/2020,1,0,0,0
23,1,21/03/2020,1,0,0,0
23,2,21/03/2020,0,0,0,0
24,0,21/03/2020,4,3,2,0
24,1,21/03/2020,3,3,1,0
24,2,21/03/2020,1,0,1,0
25,0,21/03/2020,48,21,19,6
25,1,21/03/2020,34,19,8,4
25,2,21/03/2020,14,2,11,2
26,0,21/03/2020,43,9,2,2
26,1,21/03/2020,24,6,1,1
26,2,21/03/2020,19,3,1,1
27,0,21/03/2020,7,3,0,0
27,1,21/03/2020,5,1,0,0
27,2,21/03/2020,2,2,0,0
28,0,21/03/2020,13,2,1,1
28,1,21/03/2020,6,1,0,1
28,2,21/03/2020,7,1,1,0
29,0,21/03/2020,20,2,6,1
29,1,21/03/2020,9,2,3,1
29,2,21/03/2020,11,0,3,0
2A,0,21/03/2020,62,14,12,4
2A,1,21/03/2020,36,10,7,1
2A,2,21/03/2020,26,4,5,3
2B,0,21/03/2020,6,0,23,0
2B,1,21/03/2020,3,0,11,0
2B,2,21/03/2020,3,0,12,0
30,0,21/03/2020,7,1,11,1
30,1,21/03/2020,6,1,6,1
30,2,21/03/2020,1,0,5,0
31,0,21/03/2020,51,14,17,2
31,1,21/03/2020,41,13,8,1
31,2,21/03/2020,10,1,9,1
32,0,21/03/2020,4,3,0,0
32,1,21/03/2020,4,3,0,0
32,2,21/03/2020,0,0,0,0
33,0,21/03/2020,39,15,12,2
33,1,21/03/2020,24,11,7,1
33,2,21/03/2020,15,4,5,1
34,0,21/03/2020,65,22,33,4
34,1,21/03/2020,35,12,16,1
34,2,21/03/2020,30,10,17,3
35,0,21/03/2020,20,10,18,1
35,1,21/03/2020,16,8,8,1
35,2,21/03/2020,4,2,10,0
36,0,21/03/2020,5,2,0,0
36,1,21/03/2020,4,2,0,0
36,2,21/03/2020,1,0,0,0
37,0,21/03/2020,12,4,1,1
37,1,21/03/2020,8,4,0,1
37,2,21/03/2020,4,0,1,0
38,0,21/03/2020,30,2,13,1
38,1,21/03/2020,15,1,7,1
38,2,21/03/2020,15,1,6,0
39,0,21/03/2020,7,1,2,0
39,1,21/03/2020,4,0,2,0
39,2,21/03/2020,3,1,0,0
40,0,21/03/2020,0,0,0,0
40,1,21/03/2020,0,0,0,0
40,2,21/03/2020,0,0,0,0
41,0,21/03/2020,4,0,0,0
41,1,21/03/2020,1,0,0,0
41,2,21/03/2020,3,0,0,0
42,0,21/03/2020,71,18,12,6
42,1,21/03/2020,50,16,7,4
42,2,21/03/2020,21,2,5,2
43,0,21/03/2020,4,2,6,0
43,1,21/03/2020,2,2,2,0
43,2,21/03/2020,2,0,4,0
44,0,21/03/2020,38,11,12,1
44,1,21/03/2020,23,8,7,0
44,2,21/03/2020,15,3,5,1
45,0,21/03/2020,30,6,3,0
45,1,21/03/2020,14,5,2,0
45,2,21/03/2020,16,1,1,0
46,0,21/03/2020,1,0,5,0
46,1,21/03/2020,1,0,3,0
46,2,21/03/2020,0,0,2,0
47,0,21/03/2020,13,1,1,0
47,1,21/03/2020,8,1,1,0
47,2,21/03/2020,5,0,0,0
48,0,21/03/2020,1,0,0,0
48,1,21/03/2020,0,0,0,0
48,2,21/03/2020,1,0,0,0
49,0,21/03/2020,22,6,35,2
49,1,21/03/2020,12,4,20,2
49,2,21/03/2020,9,1,15,0
50,0,21/03/2020,15,4,2,0
50,1,21/03/2020,7,1,1,0
50,2,21/03/2020,8,3,1,0
51,0,21/03/2020,67,16,27,2
51,1,21/03/2020,40,9,11,1
51,2,21/03/2020,27,7,16,1
52,0,21/03/2020,9,0,5,4
52,1,21/03/2020,3,0,1,2
52,2,21/03/2020,6,0,4,2
53,0,21/03/2020,7,2,3,0
53,1,21/03/2020,6,2,1,0
53,2,21/03/2020,1,0,2,0
54,0,21/03/2020,76,35,2,9
54,1,21/03/2020,46,24,0,5
54,2,21/03/2020,28,10,2,4
55,0,21/03/2020,60,6,7,1
55,1,21/03/2020,29,3,3,0
55,2,21/03/2020,31,3,4,1
56,0,21/03/2020,62,11,28,12
56,1,21/03/2020,34,8,12,7
56,2,21/03/2020,28,3,16,5
57,0,21/03/2020,286,64,34,25
57,1,21/03/2020,153,48,17,8
57,2,21/03/2020,130,16,16,17
58,0,21/03/2020,1,1,0,0
58,1,21/03/2020,1,1,0,0
58,2,21/03/2020,0,0,0,0
59,0,21/03/2020,79,43,17,5
59,1,21/03/2020,53,33,9,1
59,2,21/03/2020,26,10,8,4
60,0,21/03/2020,138,28,43,18
60,1,21/03/2020,74,19,24,12
60,2,21/03/2020,64,9,19,6
61,0,21/03/2020,4,1,3,0
61,1,21/03/2020,2,1,1,0
61,2,21/03/2020,2,0,2,0
62,0,21/03/2020,44,18,27,1
62,1,21/03/2020,31,16,17,0
62,2,21/03/2020,13,2,10,1
63,0,21/03/2020,4,1,10,0
63,1,21/03/2020,3,1,6,0
63,2,21/03/2020,1,0,4,0
64,0,21/03/2020,10,1,2,1
64,1,21/03/2020,6,1,0,1
64,2,21/03/2020,4,0,2,0
65,0,21/03/2020,5,1,0,0
65,1,21/03/2020,4,1,0,0
65,2,21/03/2020,1,0,0,0
66,0,21/03/2020,25,15,3,5
66,1,21/03/2020,13,10,2,1
66,2,21/03/2020,12,5,1,4
67,0,21/03/2020,420,108,51,31
67,1,21/03/2020,233,79,23,17
67,2,21/03/2020,177,28,28,14
68,0,21/03/2020,517,94,196,121
68,1,21/03/2020,287,67,105,66
68,2,21/03/2020,222,27,90,55
69,0,21/03/2020,272,41,71,21
69,1,21/03/2020,89,15,13,8
69,2,21/03/2020,63,6,25,6
70,0,21/03/2020,26,6,5,0
70,1,21/03/2020,14,2,1,0
70,2,21/03/2020,12,4,4,0
71,0,21/03/2020,50,6,14,10
71,1,21/03/2020,20,4,6,6
71,2,21/03/2020,30,2,8,4
72,0,21/03/2020,9,0,5,0
72,1,21/03/2020,3,0,2,0
72,2,21/03/2020,6,0,3,0
73,0,21/03/2020,18,2,8,0
73,1,21/03/2020,9,2,3,0
73,2,21/03/2020,9,0,5,0
74,0,21/03/2020,54,9,56,7
74,1,21/03/2020,24,6,34,3
74,2,21/03/2020,16,0,20,4
75,0,21/03/2020,649,165,122,36
75,1,21/03/2020,386,118,66,27
75,2,21/03/2020,253,47,55,9
76,0,21/03/2020,60,10,6,5
76,1,21/03/2020,39,7,4,5
76,2,21/03/2020,21,3,2,0
77,0,21/03/2020,89,36,21,3
77,1,21/03/2020,59,29,11,2
77,2,21/03/2020,30,7,10,1
78,0,21/03/2020,174,39,30,14
78,1,21/03/2020,93,25,14,7
78,2,21/03/2020,79,14,16,6
79,0,21/03/2020,5,1,8,0
79,1,21/03/2020,2,1,3,0
79,2,21/03/2020,3,0,5,0
80,0,21/03/2020,102,35,21,7
80,1,21/03/2020,55,21,10,3
80,2,21/03/2020,45,14,11,4
81,0,21/03/2020,8,1,3,1
81,1,21/03/2020,1,0,3,1
81,2,21/03/2020,7,1,0,0
82,0,21/03/2020,3,1,0,1
82,1,21/03/2020,2,1,0,1
82,2,21/03/2020,1,0,0,0
83,0,21/03/2020,40,19,98,2
83,1,21/03/2020,25,14,44,1
83,2,21/03/2020,15,5,54,1
84,0,21/03/2020,20,5,10,1
84,1,21/03/2020,8,2,7,0
84,2,21/03/2020,12,3,3,1
85,0,21/03/2020,4,2,7,0
85,1,21/03/2020,3,1,2,0
85,2,21/03/2020,1,1,5,0
86,0,21/03/2020,12,0,1,1
86,1,21/03/2020,3,0,0,0
86,2,21/03/2020,9,0,1,1
87,0,21/03/2020,8,2,2,1
87,1,21/03/2020,4,1,0,0
87,2,21/03/2020,4,1,2,1
88,0,21/03/2020,55,6,8,16
88,1,21/03/2020,29,5,3,10
88,2,21/03/2020,25,1,5,6
89,0,21/03/2020,11,3,1,2
89,1,21/03/2020,7,2,1,1
89,2,21/03/2020,4,1,0,1
90,0,21/03/2020,61,11,2,6
90,1,21/03/2020,34,9,1,2
90,2,21/03/2020,27,2,1,4
91,0,21/03/2020,151,35,8,5
91,1,21/03/2020,90,23,5,4
91,2,21/03/2020,60,12,3,1
92,0,21/03/2020,298,81,71,17
92,1,21/03/2020,172,63,33,12
92,2,21/03/2020,122,18,37,5
93,0,21/03/2020,220,66,37,20
93,1,21/03/2020,129,37,20,10
93,2,21/03/2020,87,25,17,9
94,0,21/03/2020,268,67,79,13
94,1,21/03/2020,155,49,41,9
94,2,21/03/2020,109,17,38,4
95,0,21/03/2020,238,56,70,14
95,1,21/03/2020,149,43,38,11
95,2,21/03/2020,88,13,32,3
971,0,21/03/2020,0,0,0,0
971,1,21/03/2020,0,0,0,0
971,2,21/03/2020,0,0,0,0
972,0,21/03/2020,19,5,0,1
972,1,21/03/2020,10,3,0,0
972,2,21/03/2020,9,2,0,1
973,0,21/03/2020,0,0,0,0
973,1,21/03/2020,0,0,0,0
973,2,21/03/2020,0,0,0,0
974,0,21/03/2020,2,2,0,0
974,1,21/03/2020,2,2,0,0
974,2,21/03/2020,0,0,0,0
976,0,21/03/2020,0,0,0,0
976,1,21/03/2020,0,0,0,0
976,2,21/03/2020,0,0,0,0
1,0,22/03/2020,8,1,2,0
1,1,22/03/2020,4,1,1,0
1,2,22/03/2020,4,0,1,0
2,0,22/03/2020,69,21,55,28
2,1,22/03/2020,35,9,23,20
2,2,22/03/2020,34,12,32,8
3,0,22/03/2020,5,0,10,0
3,1,22/03/2020,3,0,4,0
3,2,22/03/2020,2,0,6,0
4,0,22/03/2020,4,1,3,0
4,1,22/03/2020,3,1,1,0
4,2,22/03/2020,1,0,2,0
5,0,22/03/2020,14,1,11,0
5,1,22/03/2020,5,0,8,0
5,2,22/03/2020,9,1,3,0
6,0,22/03/2020,45,8,63,7
6,1,22/03/2020,26,7,26,3
6,2,22/03/2020,17,0,36,4
7,0,22/03/2020,22,3,3,1
7,1,22/03/2020,11,2,0,1
7,2,22/03/2020,6,0,3,0
8,0,22/03/2020,4,1,1,0
8,1,22/03/2020,3,0,1,0
8,2,22/03/2020,1,1,0,0
9,0,22/03/2020,2,1,3,0
9,1,22/03/2020,1,0,2,0
9,2,22/03/2020,1,1,1,0
10,0,22/03/2020,21,4,0,0
10,1,22/03/2020,14,3,0,0
10,2,22/03/2020,7,1,0,0
11,0,22/03/2020,27,9,13,9
11,1,22/03/2020,22,7,3,6
11,2,22/03/2020,5,2,10,3
12,0,22/03/2020,13,2,4,1
12,1,22/03/2020,4,1,2,1
12,2,22/03/2020,9,1,2,0
13,0,22/03/2020,247,41,133,4
13,1,22/03/2020,107,25,72,2
13,2,22/03/2020,112,16,60,2
14,0,22/03/2020,11,4,3,1
14,1,22/03/2020,7,3,2,1
14,2,22/03/2020,4,1,1,0
15,0,22/03/2020,5,1,0,0
15,1,22/03/2020,3,1,0,0
15,2,22/03/2020,2,0,0,0
16,0,22/03/2020,5,3,2,1
16,1,22/03/2020,2,1,1,1
16,2,22/03/2020,2,1,1,0
17,0,22/03/2020,12,4,5,0
17,1,22/03/2020,9,4,4,0
17,2,22/03/2020,3,0,1,0
18,0,22/03/2020,0,0,0,0
18,1,22/03/2020,0,0,0,0
18,2,22/03/2020,0,0,0,0
19,0,22/03/2020,4,0,0,1
19,1,22/03/2020,4,0,0,1
19,2,22/03/2020,0,0,0,0
21,0,22/03/2020,101,31,73,4
21,1,22/03/2020,49,21,25,2
21,2,22/03/2020,51,10,46,2
22,0,22/03/2020,7,1,3,1
22,1,22/03/2020,2,0,1,1
22,2,22/03/2020,4,0,2,0
23,0,22/03/2020,1,0,0,0
23,1,22/03/2020,1,0,0,0
23,2,22/03/2020,0,0,0,0
24,0,22/03/2020,6,3,2,0
24,1,22/03/2020,3,3,1,0
24,2,22/03/2020,3,0,1,0
25,0,22/03/2020,63,21,20,8
25,1,22/03/2020,37,18,9,6
25,2,22/03/2020,26,3,11,2
26,0,22/03/2020,46,11,3,4
26,1,22/03/2020,25,7,1,2
26,2,22/03/2020,21,4,2,2
27,0,22/03/2020,12,4,0,0
27,1,22/03/2020,7,1,0,0
27,2,22/03/2020,5,3,0,0
28,0,22/03/2020,15,2,2,1
28,1,22/03/2020,8,1,0,1
28,2,22/03/2020,7,1,2,0
29,0,22/03/2020,19,2,9,2
29,1,22/03/2020,9,2,3,2
29,2,22/03/2020,8,0,6,0
2A,0,22/03/2020,58,13,13,6
2A,1,22/03/2020,35,10,7,2
2A,2,22/03/2020,23,3,6,4
2B,0,22/03/2020,6,0,23,0
2B,1,22/03/2020,3,0,11,0
2B,2,22/03/2020,3,0,12,0
30,0,22/03/2020,13,1,10,2
30,1,22/03/2020,9,1,5,2
30,2,22/03/2020,4,0,5,0
31,0,22/03/2020,55,16,23,2
31,1,22/03/2020,45,15,11,1
31,2,22/03/2020,10,1,12,1
32,0,22/03/2020,4,3,0,0
32,1,22/03/2020,4,3,0,0
32,2,22/03/2020,0,0,0,0
33,0,22/03/2020,54,23,13,2
33,1,22/03/2020,35,15,7,1
33,2,22/03/2020,19,8,6,1
34,0,22/03/2020,66,22,38,4
34,1,22/03/2020,33,12,19,1
34,2,22/03/2020,33,10,19,3
35,0,22/03/2020,27,13,18,1
35,1,22/03/2020,21,11,8,1
35,2,22/03/2020,6,2,10,0
36,0,22/03/2020,5,2,0,0
36,1,22/03/2020,4,2,0,0
36,2,22/03/2020,1,0,0,0
37,0,22/03/2020,13,5,1,1
37,1,22/03/2020,8,4,0,1
37,2,22/03/2020,5,1,1,0
38,0,22/03/2020,36,2,14,1
38,1,22/03/2020,17,1,8,1
38,2,22/03/2020,19,1,6,0
39,0,22/03/2020,8,1,2,0
39,1,22/03/2020,4,0,2,0
39,2,22/03/2020,4,1,0,0
40,0,22/03/2020,0,0,0,0
40,1,22/03/2020,0,0,0,0
40,2,22/03/2020,0,0,0,0
41,0,22/03/2020,4,0,0,0
41,1,22/03/2020,1,0,0,0
41,2,22/03/2020,3,0,0,0
42,0,22/03/2020,98,23,16,8
42,1,22/03/2020,68,20,9,5
42,2,22/03/2020,30,3,7,3
43,0,22/03/2020,5,2,7,0
43,1,22/03/2020,3,2,2,0
43,2,22/03/2020,2,0,5,0
44,0,22/03/2020,50,12,14,2
44,1,22/03/2020,32,9,8,1
44,2,22/03/2020,18,3,6,1
45,0,22/03/2020,37,12,7,1
45,1,22/03/2020,19,9,3,0
45,2,22/03/2020,18,3,4,1
46,0,22/03/2020,1,0,5,0
46,1,22/03/2020,1,0,3,0
46,2,22/03/2020,0,0,2,0
47,0,22/03/2020,15,2,1,0
47,1,22/03/2020,9,2,1,0
47,2,22/03/2020,6,0,0,0
48,0,22/03/2020,2,0,1,0
48,1,22/03/2020,2,0,0,0
48,2,22/03/2020,0,0,1,0
49,0,22/03/2020,22,6,40,2
49,1,22/03/2020,12,3,24,2
49,2,22/03/2020,10,3,16,0
50,0,22/03/2020,19,5,3,0
50,1,22/03/2020,9,2,1,0
50,2,22/03/2020,10,3,2,0
51,0,22/03/2020,92,19,27,3
51,1,22/03/2020,56,13,11,2
51,2,22/03/2020,36,6,16,1
52,0,22/03/2020,13,2,5,4
52,1,22/03/2020,4,1,1,2
52,2,22/03/2020,9,1,4,2
53,0,22/03/2020,9,2,3,0
53,1,22/03/2020,7,2,1,0
53,2,22/03/2020,2,0,2,0
54,0,22/03/2020,105,57,12,16
54,1,22/03/2020,62,39,5,8
54,2,22/03/2020,42,18,6,7
55,0,22/03/2020,60,6,7,1
55,1,22/03/2020,29,3,3,0
55,2,22/03/2020,31,3,4,1
56,0,22/03/2020,77,15,29,13
56,1,22/03/2020,47,12,12,8
56,2,22/03/2020,30,3,17,5
57,0,22/03/2020,332,72,51,32
57,1,22/03/2020,179,57,26,11
57,2,22/03/2020,151,15,24,21
58,0,22/03/2020,1,1,0,0
58,1,22/03/2020,1,1,0,0
58,2,22/03/2020,0,0,0,0
59,0,22/03/2020,96,43,20,11
59,1,22/03/2020,58,33,12,6
59,2,22/03/2020,38,10,8,5
60,0,22/03/2020,147,28,47,19
60,1,22/03/2020,81,19,25,13
60,2,22/03/2020,66,9,22,6
61,0,22/03/2020,4,1,3,0
61,1,22/03/2020,2,1,1,0
61,2,22/03/2020,2,0,2,0
62,0,22/03/2020,49,20,30,1
62,1,22/03/2020,35,18,18,0
62,2,22/03/2020,14,2,12,1
63,0,22/03/2020,4,2,11,0
63,1,22/03/2020,2,2,7,0
63,2,22/03/2020,2,0,4,0
64,0,22/03/2020,15,1,2,1
64,1,22/03/2020,8,1,0,1
64,2,22/03/2020,7,0,2,0
65,0,22/03/2020,6,1,1,0
65,1,22/03/2020,3,1,1,0
65,2,22/03/2020,1,0,0,0
66,0,22/03/2020,60,20,4,5
66,1,22/03/2020,27,14,2,1
66,2,22/03/2020,33,6,2,4
67,0,22/03/2020,463,110,51,38
67,1,22/03/2020,254,83,23,19
67,2,22/03/2020,184,26,28,18
68,0,22/03/2020,538,90,221,136
68,1,22/03/2020,297,67,118,74
68,2,22/03/2020,233,23,102,61
69,0,22/03/2020,326,48,80,26
69,1,22/03/2020,126,19,18,10
69,2,22/03/2020,95,9,29,9
70,0,22/03/2020,26,6,5,0
70,1,22/03/2020,14,2,1,0
70,2,22/03/2020,12,4,4,0
71,0,22/03/2020,65,6,36,12
71,1,22/03/2020,27,4,14,7
71,2,22/03/2020,38,2,22,5
72,0,22/03/2020,11,0,6,0
72,1,22/03/2020,3,0,2,0
72,2,22/03/2020,8,0,4,0
73,0,22/03/2020,22,2,8,0
73,1,22/03/2020,10,2,3,0
73,2,22/03/2020,12,0,5,0
74,0,22/03/2020,64,11,58,7
74,1,22/03/2020,28,6,35,3
74,2,22/03/2020,17,0,20,4
75,0,22/03/2020,728,195,145,40
75,1,22/03/2020,447,142,78,30
75,2,22/03/2020,274,53,65,10
76,0,22/03/2020,72,11,6,7
76,1,22/03/2020,44,8,4,6
76,2,22/03/2020,27,3,2,1
77,0,22/03/2020,127,41,23,3
77,1,22/03/2020,88,32,11,2
77,2,22/03/2020,39,9,12,1
78,0,22/03/2020,206,43,34,14
78,1,22/03/2020,115,29,17,7
78,2,22/03/2020,88,14,17,6
79,0,22/03/2020,8,1,11,1
79,1,22/03/2020,4,1,6,0
79,2,22/03/2020,4,0,5,1
80,0,22/03/2020,124,39,21,8
80,1,22/03/2020,69,24,10,3
80,2,22/03/2020,52,15,11,5
81,0,22/03/2020,10,2,4,1
81,1,22/03/2020,2,0,3,1
81,2,22/03/2020,8,2,1,0
82,0,22/03/2020,3,1,0,1
82,1,22/03/2020,2,1,0,1
82,2,22/03/2020,1,0,0,0
83,0,22/03/2020,56,22,106,2
83,1,22/03/2020,36,16,48,1
83,2,22/03/2020,20,6,58,1
84,0,22/03/2020,22,5,11,1
84,1,22/03/2020,9,2,7,0
84,2,22/03/2020,13,3,4,1
85,0,22/03/2020,7,5,8,0
